Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Sale_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Mileage_To_Engine_Ratio
765.0,Maruti Baleno LXI,Hyderabad,2005,92450.0,Petrol,Manual,First,15.4,1590.0,94.0,5.0,1.2,0.0,0.0,1.0,0.0,1.0,0.009685534591194969
766.0,BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,35.55,1.0,0.0,0.0,1.0,0.0,0.009463659147869674
767.0,Chevrolet Cruze LTZ,Jaipur,2017,51087.0,Diesel,Manual,First,17.9,1998.0,163.7,5.0,7.75,1.0,0.0,0.0,0.0,1.0,0.008958958958958959
768.0,Mahindra Scorpio 2.6 DX,Chennai,2005,50000.0,Diesel,Manual,First,12.7,2609.0,116.6,8.0,1.94,1.0,0.0,0.0,0.0,1.0,0.004867765427366807
769.0,Tata Indica V2 eLS,Hyderabad,2016,73000.0,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.2,1.0,0.0,0.0,0.0,1.0,0.01790830945558739
770.0,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000.0,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,3.8,1.0,0.0,0.0,1.0,0.0,0.009090909090909092
771.0,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65,1.0,0.0,0.0,0.0,1.0,0.005132317562149158
772.0,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47,1.0,0.0,0.0,1.0,0.0,0.008992067195520299
773.0,Maruti Ritz VXi,Kolkata,2011,50000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,1.5,0.0,0.0,1.0,0.0,1.0,0.015455304928989139
774.0,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.85,1.0,0.0,0.0,0.0,1.0,0.005132317562149158
775.0,Toyota Fortuner 4x4 MT,Bangalore,2013,74000.0,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,17.9,1.0,0.0,0.0,0.0,1.0,0.004208584842387659
776.0,Hyundai i10 Sportz AT,Coimbatore,2014,41016.0,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,5.08,0.0,0.0,1.0,1.0,0.0,0.014160401002506266
777.0,Hyundai Verna 1.6 SX,Bangalore,2012,67000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25,1.0,0.0,0.0,0.0,1.0,0.014108723135271808
778.0,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75,1.0,0.0,0.0,1.0,0.0,0.00799288617886179
779.0,Chevrolet Beat LS,Kolkata,2010,17088.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.46,0.0,0.0,1.0,0.0,1.0,0.015512927439532946
780.0,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808.0,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.05,1.0,0.0,0.0,0.0,1.0,0.01272337383845604
781.0,Ford Figo Diesel EXI,Coimbatore,2014,74980.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08,1.0,0.0,0.0,0.0,1.0,0.014295925661186561
782.0,Maruti Celerio VXI AT,Hyderabad,2014,44600.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55,0.0,0.0,1.0,1.0,0.0,0.02314629258517034
783.0,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000.0,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0,1.0,0.0,0.0,1.0,0.0,0.009332711152589827
784.0,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.9,0.0,0.0,1.0,0.0,1.0,0.009930861093651792
785.0,Maruti Wagon R VXI BS IV,Bangalore,2010,81245.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45,0.0,0.0,1.0,0.0,1.0,0.018937875751503006
786.0,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000.0,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8,1.0,0.0,0.0,1.0,0.0,0.004655493482309125
787.0,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018.0,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.25,0.0,0.0,1.0,0.0,1.0,0.012595063375583722
788.0,Renault Koleos 2.0 Diesel,Delhi,2013,70000.0,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.5,1.0,0.0,0.0,1.0,0.0,0.006882205513784462
789.0,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54,1.0,0.0,0.0,0.0,1.0,0.0073428178063331805
790.0,Maruti Omni E 8 Str STD,Hyderabad,2013,26875.0,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,0.0,0.0,1.0,0.0,1.0,0.021105527638190957
791.0,Maruti Wagon R VXI,Coimbatore,2015,72599.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32,0.0,0.0,1.0,0.0,1.0,0.022545090180360723
792.0,Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000.0,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,3.9,1.0,0.0,0.0,0.0,1.0,0.005242096838735494
793.0,Hyundai Verna 1.6 SX,Hyderabad,2011,98000.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.2,1.0,0.0,0.0,0.0,1.0,0.014108723135271808
794.0,Hyundai i20 Magna 1.2,Mumbai,2018,19500.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.85,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
795.0,Maruti Ertiga ZXI,Bangalore,2013,68000.0,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.25,0.0,0.0,1.0,0.0,1.0,0.011667880553532411
796.0,Mahindra XUV500 W9 AT,Coimbatore,2019,19654.0,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63,1.0,0.0,0.0,1.0,0.0,0.006424965580541533
797.0,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,9.75,1.0,0.0,0.0,0.0,1.0,0.01895032051282051
798.0,Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000.0,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.0,0.0,0.0,1.0,1.0,0.0,0.005174385363064609
799.0,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.1,1.0,0.0,0.0,0.0,1.0,0.018407005838198497
800.0,Toyota Fortuner 4x4 MT,Hyderabad,2011,157000.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99,1.0,0.0,0.0,0.0,1.0,0.004208584842387659
801.0,Mahindra XUV500 W10 2WD,Kochi,2017,43773.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54,1.0,0.0,0.0,0.0,1.0,0.0073428178063331805
802.0,Mercedes-Benz GLE 250d,Mumbai,2016,21000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.0,1.0,0.0,0.0,1.0,0.0,0.008352776481567894
803.0,Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.5,0.0,0.0,1.0,0.0,1.0,0.015596330275229357
804.0,Maruti Swift Dzire VDI,Pune,2013,88000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75,1.0,0.0,0.0,0.0,1.0,0.01875
805.0,Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.6,0.0,0.0,1.0,0.0,1.0,0.010691389063482088
806.0,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2,1.0,0.0,0.0,1.0,0.0,0.003411507191994997
807.0,Hyundai i20 1.2 Asta Option,Kolkata,2018,11000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.35,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
808.0,Honda City 1.5 V MT Sunroof,Mumbai,2013,60669.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.95,0.0,0.0,1.0,0.0,1.0,0.011222444889779559
809.0,Honda Amaze VX Diesel,Hyderabad,2018,12000.0,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.5,1.0,0.0,0.0,0.0,1.0,0.01829105473965287
810.0,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5,0.0,0.0,1.0,0.0,1.0,0.010747957259585168
811.0,Honda Mobilio S i DTEC,Chennai,2015,65000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.5,1.0,0.0,0.0,0.0,1.0,0.016154873164218958
812.0,Maruti Ertiga ZDI,Kochi,2013,39929.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.56,1.0,0.0,0.0,0.0,1.0,0.016642628205128206
813.0,Maruti Alto K10 LXI,Pune,2014,49000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.3,0.0,0.0,1.0,0.0,1.0,0.024118236472945892
814.0,Toyota Qualis FS B2,Pune,2004,77757.0,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,3.5,1.0,0.0,0.0,0.0,1.0,0.0053556827473426
815.0,Hyundai i10 Sportz,Kochi,2016,21456.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55,0.0,0.0,1.0,0.0,1.0,0.01700918964076859
816.0,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75,1.0,0.0,0.0,1.0,0.0,0.008966244725738396
817.0,Hyundai i20 Asta Option 1.2,Mumbai,2015,37000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.25,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
818.0,BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640.0,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29,1.0,0.0,0.0,1.0,0.0,0.003842298696959572
819.0,BMW 3 Series 320d M Sport,Mumbai,2016,38000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99,1.0,0.0,0.0,1.0,0.0,0.0113734335839599
820.0,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.79,0.0,0.0,1.0,0.0,1.0,0.010357398141529665
821.0,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9,1.0,0.0,0.0,1.0,0.0,0.006630891273915073
822.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95,1.0,0.0,0.0,1.0,0.0,0.008983739837398374
823.0,Maruti Wagon R LXI BS IV,Kolkata,2014,40000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49,0.0,0.0,1.0,0.0,1.0,0.020551102204408818
824.0,Renault KWID RXT,Jaipur,2016,4152.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15,0.0,0.0,1.0,0.0,1.0,0.03150187734668335
825.0,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45,1.0,0.0,0.0,0.0,1.0,0.014459279038718291
826.0,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25,1.0,0.0,0.0,0.0,1.0,0.018407005838198497
827.0,Maruti Alto 800 LXI,Hyderabad,2014,58500.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,0.0,0.0,1.0,0.0,1.0,0.028567839195979897
828.0,Hyundai i20 Asta Option 1.2,Kochi,2017,58620.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
830.0,Hyundai i20 1.2 Sportz,Jaipur,2012,71172.0,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5,0.0,0.0,1.0,0.0,1.0,0.014202172096908938
831.0,Hyundai i20 1.4 Asta,Chennai,2017,12000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3,1.0,0.0,0.0,0.0,1.0,0.01614613180515759
832.0,Maruti Wagon R LXI Optional,Kolkata,2014,25000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75,0.0,0.0,1.0,0.0,1.0,0.020551102204408818
833.0,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2,1.0,0.0,0.0,0.0,1.0,0.01614613180515759
834.0,Volkswagen Polo GT TSI,Mumbai,2015,57022.0,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51,0.0,0.0,1.0,1.0,0.0,0.014377610693400168
835.0,Ford Figo Diesel Titanium,Pune,2015,92000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25,1.0,0.0,0.0,0.0,1.0,0.014295925661186561
836.0,Maruti Swift ZXI,Coimbatore,2014,33372.0,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.21,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
837.0,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58,1.0,0.0,0.0,0.0,1.0,0.02142857142857143
838.0,Mahindra Xylo H4,Chennai,2016,215000.0,Diesel,Manual,First,14.02,2179.0,118.3,7.0,7.5,1.0,0.0,0.0,0.0,1.0,0.006434144102799449
840.0,Hyundai i10 Magna 1.1,Coimbatore,2014,60138.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09,0.0,0.0,1.0,0.0,1.0,0.018241252302025782
841.0,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75,1.0,0.0,0.0,1.0,0.0,0.009806910569105692
842.0,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000.0,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5,1.0,0.0,0.0,1.0,0.0,0.00533578349482125
843.0,Maruti Celerio VXI AT,Hyderabad,2014,33450.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4,0.0,0.0,1.0,1.0,0.0,0.02314629258517034
844.0,Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.25,1.0,0.0,0.0,0.0,1.0,0.012853566958698373
845.0,BMW 3 Series 320d Highline,Pune,2011,99606.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,10.5,1.0,0.0,0.0,1.0,0.0,0.008055137844611529
846.0,Maruti Ertiga ZDI,Mumbai,2014,64000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25,1.0,0.0,0.0,0.0,1.0,0.016642628205128206
847.0,Ford Figo Diesel ZXI,Hyderabad,2013,51000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2,1.0,0.0,0.0,0.0,1.0,0.014295925661186561
848.0,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95,0.0,0.0,1.0,0.0,1.0,0.013747913188647745
849.0,Audi A6 3.0 TDI quattro,Coimbatore,2009,48040.0,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,12.07,1.0,0.0,0.0,1.0,0.0,0.005652173913043478
850.0,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6,1.0,0.0,0.0,0.0,1.0,0.00571667363142499
851.0,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000.0,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7,1.0,0.0,0.0,1.0,0.0,0.014108723135271808
852.0,Hyundai Santro Xing GL Plus,Kolkata,2013,31000.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75,0.0,0.0,1.0,0.0,1.0,0.016500920810313076
853.0,Audi A4 2.0 TDI,Delhi,2011,46000.0,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,10.99,1.0,0.0,0.0,1.0,0.0,0.008409552845528455
854.0,Audi A4 2.0 TDI,Kolkata,2012,47346.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5,1.0,0.0,0.0,1.0,0.0,0.008409552845528455
855.0,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000.0,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11,1.0,0.0,0.0,0.0,1.0,0.008966244725738396
856.0,Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856.0,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.96,0.0,0.0,1.0,1.0,0.0,0.00686029043565348
857.0,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11,1.0,0.0,0.0,0.0,1.0,0.014108723135271808
858.0,Honda Mobilio RS i DTEC,Chennai,2014,23000.0,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.9,1.0,0.0,0.0,0.0,1.0,0.016355140186915886
859.0,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
860.0,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.5,1.0,0.0,0.0,0.0,1.0,0.005132317562149158
861.0,Hyundai i20 Magna 1.2,Hyderabad,2014,70089.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
862.0,Mahindra Bolero VLX BS IV,Chennai,2011,99000.0,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,4.5,1.0,0.0,0.0,0.0,1.0,0.005390408244153785
863.0,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000.0,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75,1.0,0.0,0.0,0.0,1.0,0.013578104138851802
864.0,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194.0,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.8,1.0,0.0,0.0,1.0,0.0,0.007508031206975676
865.0,Maruti Zen LXi - BS III,Mumbai,2005,102000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.7,0.0,0.0,1.0,0.0,1.0,0.01742195367573011
866.0,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652.0,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29,1.0,0.0,0.0,1.0,0.0,0.004352192835621024
867.0,Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.99,1.0,0.0,0.0,0.0,1.0,0.0038564721663313212
868.0,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57,0.0,0.0,1.0,1.0,0.0,0.015789473684210527
869.0,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9,1.0,0.0,0.0,0.0,1.0,0.02141652613827993
870.0,Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43,0.0,0.0,1.0,0.0,1.0,0.009610307982401005
871.0,Hyundai i10 Sportz,Bangalore,2010,69000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9,0.0,0.0,1.0,0.0,1.0,0.01700918964076859
872.0,Honda Brio S MT,Delhi,2016,32700.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68,0.0,0.0,1.0,0.0,1.0,0.016193656093489148
873.0,Toyota Fortuner 4x2 AT,Coimbatore,2015,101337.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67,1.0,0.0,0.0,1.0,0.0,0.004208584842387659
874.0,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000.0,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5,1.0,0.0,0.0,1.0,0.0,0.008409552845528455
875.0,Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92,1.0,0.0,0.0,1.0,0.0,0.004123411978221416
876.0,Honda City i DTEC VX,Jaipur,2014,71649.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75,1.0,0.0,0.0,0.0,1.0,0.016755674232309746
877.0,Honda City i DTEC VX,Kochi,2015,80606.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96,1.0,0.0,0.0,0.0,1.0,0.016755674232309746
878.0,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262.0,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25,0.0,0.0,1.0,0.0,1.0,0.02172172172172172
879.0,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65,1.0,0.0,0.0,0.0,1.0,0.022756410256410255
880.0,Maruti Celerio VXI Optional AMT,Pune,2017,7500.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.02314629258517034
881.0,Mahindra XUV500 W8 2WD,Delhi,2011,66000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5,1.0,0.0,0.0,0.0,1.0,0.006929784304726939
882.0,Hyundai i10 Magna,Jaipur,2010,66770.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6,0.0,0.0,1.0,0.0,1.0,0.01700918964076859
883.0,Hyundai i10 Magna 1.1,Kochi,2014,58472.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41,0.0,0.0,1.0,0.0,1.0,0.018241252302025782
884.0,Maruti Dzire VXI,Kolkata,2011,46687.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7,0.0,0.0,1.0,0.0,1.0,0.018379281537176273
885.0,Maruti Grand Vitara AT,Chennai,2008,77000.0,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5,0.0,0.0,1.0,1.0,0.0,0.004862155388471178
886.0,Audi TT 40 TFSI,Kolkata,2012,7000.0,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0072227822580645164
887.0,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000.0,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75,0.0,0.0,1.0,1.0,0.0,0.007403314917127072
888.0,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25,1.0,0.0,0.0,0.0,1.0,0.014811772758384668
889.0,Maruti Wagon R LXI,Ahmedabad,2015,51530.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,0.0,0.0,1.0,0.0,1.0,0.018937875751503006
890.0,Maruti Swift Dzire ZDI,Bangalore,2014,25789.0,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85,1.0,0.0,0.0,0.0,1.0,0.01875
891.0,Honda Amaze S i-Dtech,Delhi,2015,48000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5,1.0,0.0,0.0,0.0,1.0,0.017222963951935916
892.0,Maruti Swift ZDI,Delhi,2012,52000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55,1.0,0.0,0.0,0.0,1.0,0.022756410256410255
894.0,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000.0,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6,1.0,0.0,0.0,0.0,1.0,0.004024530471444998
895.0,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8,1.0,0.0,0.0,1.0,0.0,0.006066262249183388
896.0,Toyota Fortuner 4x2 Manual,Mumbai,2012,76000.0,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5,1.0,0.0,0.0,0.0,1.0,0.004359490274983233
897.0,Datsun redi-GO T Option,Bangalore,2016,20487.0,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66,0.0,0.0,1.0,0.0,1.0,0.028410513141426782
898.0,Honda City V MT,Delhi,2010,43000.0,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75,0.0,0.0,1.0,0.0,1.0,0.011222444889779559
899.0,Toyota Camry Hybrid,Pune,2018,17000.0,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0,0.0,0.0,1.0,1.0,0.0,0.007682437850842021
900.0,Honda City i DTec V,Coimbatore,2016,60805.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07,1.0,0.0,0.0,0.0,1.0,0.017356475300400534
901.0,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775.0,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64,1.0,0.0,0.0,0.0,1.0,0.009822154471544714
902.0,Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99,1.0,0.0,0.0,1.0,0.0,0.008983739837398374
903.0,Maruti Ertiga VDI,Coimbatore,2016,85827.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5,1.0,0.0,0.0,0.0,1.0,0.016642628205128206
904.0,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0,1.0,0.0,0.0,1.0,0.0,0.008992067195520299
905.0,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85,1.0,0.0,0.0,0.0,1.0,0.01546474358974359
906.0,Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35,1.0,0.0,0.0,0.0,1.0,0.013011635865845313
907.0,Maruti Ritz VDi,Hyderabad,2010,79324.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3,1.0,0.0,0.0,0.0,1.0,0.016907051282051284
908.0,Maruti Swift Dzire VXI,Bangalore,2013,38623.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.01595655806182122
909.0,Maruti Swift ZDi,Coimbatore,2014,59923.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46,1.0,0.0,0.0,0.0,1.0,0.01834935897435897
